,chembl_id,max_phase,chirality,prodrug,oral,parenteral,topical,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,atc_classifications,black_box_warning,withdrawn_chembl,withdrawn_drugbank,withdrawn_withdrawn,withdrawn_tox,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds
498,CHEMBL2010601,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,Small molecule,MOL,True,5.08,3.0,5.76,5.76,9.66,,392.5,3.0,5.0,3.0,3.0,29.0,NEUTRAL,392.5,392.21,1.0,1.0,82.19,0.57,N,2.0,CHEMBL2010601,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,PURKAOJPTOLRMP-UHFFFAOYSA-N,Safe,POSITIVE MODULATOR,True,True,True,CHEMBL4051,,,0,0,0,,0,0,0,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CC(CC1CC(C)C(C(C)(C)C)CC1C(C)(C)C)C1CCC2CCCCC2C1C
5324,CHEMBL94394,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,CCCCOc1ccc(CC(=O)NO)cc1,Small molecule,MOL,True,1.91,1.0,1.95,1.97,8.86,,223.27,3.0,4.0,2.0,2.0,16.0,NEUTRAL,223.27,223.1208,0.0,0.0,58.56,0.44,N,6.0,CHEMBL94394,CCCCOc1ccc(CC(=O)NO)cc1,MXJWRABVEGLYDG-UHFFFAOYSA-N,Safe,,True,True,True,,,,0,1,1,,1,1,0,CCCCOc1ccc(CC(=O)NO)cc1,CCCCCC1CCC(CC(C)CC)CC1
7147,CHEMBL1200877,4.0,Single Stereoisomer,True,False,False,True,Discontinued,None,None,None,None,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,Small molecule,MOL,True,3.44,0.0,3.58,3.58,12.44,,494.58,6.0,6.0,2.0,2.0,35.0,NEUTRAL,494.58,494.24800000000005,0.0,0.0,100.9,0.58,N,3.0,CHEMBL1200877,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,JWRMHDSINXPDHB-OJAGFMMFSA-N,Safe,AGONIST,True,True,True,CHEMBL2034,,,0,0,0,,0,0,0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,CC1CCC2(C)C(C1)C(C)CC1C3CC(C)C(C)(C(C)CCC(C)C(C)(C)C)C3(C)CC(C)C12C
6808,CHEMBL1628502,4.0,Racemic Mixture,True,True,False,False,Prescription Only,None,None,None,None,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,Small molecule,MOL,True,2.68,0.0,-0.16,2.76,4.35,,329.39,5.0,7.0,2.0,2.0,23.0,ACID,329.39,329.1838,0.0,0.0,101.93,0.55,N,7.0,CHEMBL1628502,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,TZDUHAJSIBHXDL-UHFFFAOYSA-N,Safe,MODULATOR,True,True,True,CHEMBL2363032,,,0,0,0,,0,0,0,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,CC(C)CC1(CCC(C)CC(C)CC(C)C(C)C)CCCCC1
1895,CHEMBL1472,4.0,1,0,False,True,False,0,,,,,[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O,Protein,BOTH,True,-1.81,1.0,-3.33,-3.27,11.15,6.74,362.39,5.0,10.0,4.0,5.0,26.0,NEUTRAL,362.39,362.1703,0.0,0.0,150.28,0.47,N,6.0,CHEMBL1472,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,XNSAINXGIQZQOO-SRVKXCTJSA-N,Safe,AGONIST,True,True,True,CHEMBL1810,V04CJ02,0.0,0,0,0,,0,0,0,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,CC1CCC(C(C)CC(CC2CCCC2)C(C)C2CCCC2C(C)C)C1
1304,CHEMBL3707290,4.0,Single Stereoisomer,False,False,True,False,Prescription Only,None,None,None,None,C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,Small molecule,MOL,True,,,,,,,1308.59,,,,,,,1308.59,1307.6465,,,,,,,CHEMBL3707290,C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,NAKSIOUBFDBTSW-ITMZJIMRSA-N,Safe,AGONIST,True,True,True,CHEMBL1976,,,0,0,0,,0,0,0,C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,CC(CCCCCC(CC(C)CCCCCCCCC(C)CCC(CC(C)CCC(CC(C)CCCCCCCCC(C)CCCC(C)(C)CC(C)CCCCCCCCCCCCCCCC1CCCC1)C(C)C)C(C)C)C(C)C)CCCC(C)C(C)C
7865,CHEMBL1581,4.0,Single Stereoisomer,True,True,False,False,Prescription Only,None,None,None,None,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,Small molecule,MOL,True,1.94,0.0,-0.85,0.63,3.79,5.48,368.47,5.0,7.0,2.0,2.0,26.0,ACID,368.47,368.2311,0.0,0.0,95.94,0.64,N,8.0,CHEMBL1581,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,IPVQLZZIHOAWMC-QXKUPLGCSA-N,toxic_teratogen,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,CCCC(C)C(CCC)CC(C)C(C)C1C(C(C)C)CC2CCCCC21
9306,CHEMBL968,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,Small molecule,MOL,True,4.0,2.0,2.62,3.95,,8.71,387.89,3.0,4.0,0.0,0.0,27.0,BASE,387.89,387.1514,0.0,0.0,35.91,0.75,N,6.0,CHEMBL968,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,SAADBVWGJQAEFS-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCC(CC)CCC1C(C)CCC(C2CCCCC2C)C2CC(C)CCC12
8005,CHEMBL3989908,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,Small molecule,MOL,True,4.29,3.0,4.59,4.59,11.37,4.25,473.38,8.0,8.0,3.0,3.0,33.0,NEUTRAL,473.38,473.1399,0.0,0.0,108.74,0.46,N,6.0,CHEMBL3989908,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,DYLUUSLLRIQKOE-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,CC(C)(C)CCC1CC(CC2CCCC(C(C)(C)C)C2)CC(C2CCCC(C(C)(C)C)C2)C1
7363,CHEMBL1165268,4.0,Achiral Molecule,False,False,True,True,Prescription Only,None,None,None,None,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,Small molecule,MOL,False,,,,,,,1139.76,,,,,,,1139.76,1139.512,,,,,,,CHEMBL1165268,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,FFINMCNLQNTKLU-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,CC(CCCCC(C)CC1C(C)CC(C)C(C(C)C)C1C)CC1C(C)CC(C)C(C(C)C)C1C
3885,CHEMBL1186579,4.0,Racemic Mixture,False,True,True,False,Prescription Only,None,None,None,None,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,Small molecule,MOL,True,1.67,1.0,-2.34,-2.49,9.9,,356.44,4.0,5.0,2.0,2.0,26.0,NEUTRAL,356.44,356.1856,0.0,0.0,66.76,0.79,N,2.0,CHEMBL1186579,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,JVLBPIPGETUEET-GAAHOAFPSA-O,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CC1CCC2CC3C(C)(CC4CC4)CCC45C(CC1C24)C(C)CCC35C
10034,CHEMBL20883,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,O=c1[nH]c(=O)n(C2CCCO2)cc1F,Small molecule,MOL,True,-0.02,1.0,-0.06,0.02,8.08,,200.17,4.0,5.0,1.0,1.0,14.0,NEUTRAL,200.17,200.0597,0.0,0.0,64.09,0.69,N,1.0,CHEMBL20883,O=c1[nH]c(=O)n(C2CCCO2)cc1F,WFWLQNSHRPWKFK-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CC1CC(C)C(C2CCCC2)CC1C
6064,CHEMBL1200909,4.0,Single Stereoisomer,True,False,True,False,Discontinued,None,None,None,None,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Small molecule,MOL,True,3.54,0.0,3.45,3.45,12.61,,458.6,6.0,6.0,2.0,2.0,33.0,NEUTRAL,458.6,458.2668,0.0,0.0,100.9,0.63,N,4.0,CHEMBL1200909,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,HUMXXHTVHHLNRO-KAJVQRHHSA-N,Safe,AGONIST,True,True,True,CHEMBL2034,,,0,0,0,,0,0,0,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CC1CCC2(C)C(CCC3C2C(C)CC2(C)C3CCC2(C)C(C)CCC(C)CC(C)(C)C)C1
2621,CHEMBL1463345,4.0,Single Stereoisomer,False,False,False,False,Withdrawn,1986,Animal carcinogenicity,Germany,Carcinogenicity,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,Small molecule,MOL,False,4.37,0.0,3.6,3.6,,,340.46,3.0,3.0,0.0,0.0,25.0,NEUTRAL,340.46,340.2038,0.0,0.0,43.37,0.62,N,0.0,CHEMBL1463345,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,UJVLDDZCTMKXJK-WNHSNXHDSA-N,Safe,ANTAGONIST,True,True,True,CHEMBL1994,,,1,0,1,,1,1,0,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,CC1CCC2(C)C(CCC3C2CCC2(C)C3CCC23CCC(C)C3)C1
7180,CHEMBL1182833,4.0,Racemic Mixture,False,False,True,False,Prescription Only,None,None,None,None,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,Small molecule,MOL,True,,,,,,,1029.28,,,,,,,1029.28,1028.5599,,,,,,,CHEMBL1182833,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,ILVYCEVXHALBSC-OTBYEXOQSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,CCC1CC2CCC(C)(CCCCC(C)CCCCCCC(C)CCCCC3(C)CCC4CC(CC)C(CC)CC4C3CC3CC(CC)C(CC)C(CC)C3)C(CC3CC(CC)C(CC)C(CC)C3)C2CC1CC
2633,CHEMBL1103,4.0,Achiral Molecule,False,True,False,False,Discontinued,None,None,None,None,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,Small molecule,MOL,True,0.97,1.0,0.87,0.87,,,225.16,6.0,8.0,0.0,0.0,16.0,NEUTRAL,225.16,225.0386,0.0,0.0,98.18,0.43,N,3.0,CHEMBL1103,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,PLHJDBGFXBMTGZ-WEVVVXLNSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2364041,,,0,0,0,,0,0,0,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,CC(C)C1CCC(CCC2CCCC2C)C1
3505,CHEMBL1163,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,Small molecule,MOL,True,4.21,3.0,4.54,4.54,11.92,4.42,704.87,9.0,13.0,5.0,5.0,51.0,NEUTRAL,704.87,704.3897,2.0,1.0,171.22,0.15,N,14.0,CHEMBL1163,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,AXRYRYVKAWYZBR-GASGPIRDSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,CCC(C)CC(C(C)CC(CC1CCC(C2CCCCC2)CC1)CC(C)C(CC1CCCCC1)CC(C)C(CC(C)CC)C(C)(C)C)C(C)(C)C
1075,CHEMBL2374220,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,Small molecule,MOL,True,8.61,5.0,7.17,7.18,11.33,5.09,889.02,8.0,14.0,4.0,4.0,65.0,NEUTRAL,889.02,888.4134,3.0,2.0,174.64,0.11,N,10.0,CHEMBL2374220,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,VRTWBAAJJOHBQU-KMWAZVGDSA-N,Safe,INHIBITOR,True,True,True,CHEMBL3307224,,,0,0,0,,0,0,0,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,CCC(C)CC(C(C)C)C(C)C1CC2(CC2)CC1C1CCC(C2CCC3C4CCC(C5CCC6CC(C7C8CCC(C8)C7C(C)C(CC(C)CC)C(C)C)CC6C5)CC4C(C)(C)C3C2)C1
343,CHEMBL2095209,4.0,Achiral Molecule,True,True,False,False,Prescription Only,None,None,None,None,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,Small molecule,MOL,True,6.47,0.0,6.73,6.73,,,330.51,2.0,2.0,0.0,0.0,24.0,,330.51,330.2559,1.0,1.0,26.3,0.21,N,14.0,CHEMBL2095209,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,SSQPWTVBQMWLSZ-AAQCHOMXSA-N,Safe,,True,True,True,,,,0,0,0,,0,0,0,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,CCCC(C)CCCCCCCCCCCCCCCCCCC
2078,CHEMBL1346,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,Small molecule,MOL,True,3.96,3.0,1.9,4.54,,10.11,426.56,3.0,4.0,1.0,2.0,32.0,BASE,426.56,426.2307,0.0,0.0,55.56,0.62,N,7.0,CHEMBL1346,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,HXGBXQDTNZMWGS-RUZDIDTESA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,CC(C)C(C1CCCCC1)(C1CCCCC1)C1CCC(CCC2CCC3CCCC3C2)C1
10666,CHEMBL1089318,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,Small molecule,MOL,True,3.28,3.0,1.79,3.05,6.12,,413.17,8.0,10.0,2.0,2.0,27.0,ACID,413.17,411.9977,0.0,0.0,149.46,0.17,N,3.0,CHEMBL1089318,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,ASOADIZOVZTJSR-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2023,,,0,0,0,,0,0,0,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,CC(C)C1CC(C2CCC(C3C(C)C(C)C(C)C(C)C3C)C2)CC(C)C1C
9708,CHEMBL100116,4.0,Racemic Mixture,False,True,True,False,Prescription Only,None,None,None,None,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,Small molecule,MOL,True,3.88,1.0,1.99,3.89,10.42,9.57,285.43,2.0,2.0,1.0,1.0,21.0,BASE,285.43,285.2093,0.0,0.0,23.47,0.83,N,2.0,CHEMBL100116,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,VOKSWYLNZZRQPF-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,CC(C)CCC1CCC2(C)C(C)C1CC1CCC(C)CC12
1097,CHEMBL345524,4.0,Achiral Molecule,False,False,False,False,Withdrawn,1984,Unspecific Experimental Toxicity,France,None,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,Small molecule,MOL,False,7.0,4.0,8.22,8.39,,7.04,588.55,6.0,6.0,1.0,1.0,42.0,NEUTRAL,588.55,588.196,2.0,2.0,57.7,0.19,N,7.0,CHEMBL345524,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,NWGGKKGAFZIVBJ-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL3430865,,,1,0,0,,1,0,0,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,CC(CCCC1CCC(C2CCCC(C(C)(C)C)C2)CC1)C1CCCCC1CC1CCCC2CC(C(C)(C)C)CCC12
7518,CHEMBL1265,4.0,Achiral Molecule,False,False,False,True,Over the Counter,None,None,None,None,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,Small molecule,MOL,True,6.68,3.0,3.29,6.46,3.99,,412.53,2.0,3.0,1.0,1.0,31.0,ACID,412.53,412.2038,1.0,1.0,46.53,0.52,N,4.0,CHEMBL1265,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,LZCDAPDGXCYOEH-UHFFFAOYSA-N,Safe,AGONIST,True,True,True,CHEMBL2363069,,,0,0,0,,0,0,0,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,CCC1CCC(C2CCC3CC(C(C)C)CCC3C2)CC1C12CC3CC(CC(C3)C1)C2
736,CHEMBL592,4.0,Single Stereoisomer,False,True,True,False,Prescription Only,None,None,None,None,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,Small molecule,MOL,True,3.08,1.0,0.93,2.9,10.46,9.66,257.38,2.0,2.0,1.0,1.0,19.0,BASE,257.38,257.178,0.0,0.0,23.47,0.77,N,0.0,CHEMBL592,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,JAQUASYNZVUNQP-USXIJHARSA-N,toxic_respiratory,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,CC1CCC2CC3C(C)CCC4(CCCCC34)C2C1
5531,CHEMBL529888,4.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,Small molecule,MOL,True,2.17,1.0,1.54,2.48,4.32,,366.48,4.0,6.0,3.0,3.0,25.0,ACID,366.48,366.1613,0.0,0.0,95.5,0.76,N,3.0,CHEMBL529888,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,RMTYNAPTNBJHQI-LLDVTBCESA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,CC1CCC(C(C)(C)CC(C)CC2C3CCC(C)(C2C)C3(C)C)CC1
7204,CHEMBL341812,4.0,Achiral Molecule,False,False,False,False,Withdrawn,1968,Hepatotoxicity; Jaundice,United Kingdom,Hepatotoxicity,CC(C)Cc1ccc(CC(=O)O)cc1,Small molecule,MOL,False,2.51,1.0,0.8,3.3,4.86,,192.26,1.0,2.0,1.0,1.0,14.0,ACID,192.26,192.115,0.0,0.0,37.3,0.8,N,4.0,CHEMBL341812,CC(C)Cc1ccc(CC(=O)O)cc1,CYWFCPPBTWOZSF-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2094253,,,1,0,1,,1,1,0,CC(C)Cc1ccc(CC(=O)O)cc1,CC(C)CC1CCC(CC(C)C)CC1
2039,CHEMBL1544,4.0,Single Stereoisomer,False,True,True,False,Prescription Only,None,None,None,None,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,Small molecule,MOL,True,3.95,2.0,2.76,2.8,0.3,9.48,650.98,4.0,5.0,3.0,4.0,23.0,ZWITTERION,650.98,650.7901,1.0,1.0,92.78,0.43,N,5.0,CHEMBL1544,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,AUYYCJSJGJYCDS-LBPRGKRZSA-N,Safe,AGONIST,True,True,True,CHEMBL2111462,,,0,0,0,,0,0,0,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,CC(C)C(C)CC1CC(C)C(CC2CCC(C)C(C)C2)C(C)C1
5875,CHEMBL836,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,Small molecule,MOL,True,2.34,2.0,0.47,2.04,9.93,9.28,408.52,6.0,7.0,2.0,3.0,28.0,BASE,408.52,408.1719,0.0,0.0,99.88,0.55,N,11.0,CHEMBL836,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,DRHKJLXJIQTDTD-OAHLLOKOSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CCCC1CCCCC1CCCCC(C)CC1CCC(CC)C(C(C)(C)C)C1
