,name,pubchem_cid,chembl_id,drugbank_id,inchi_key,dataset,smiles,drugbank_withdrawn,chembl_withdrawn
319,cardizem|diltiazem|dilt-cd|diltiazem|diltzac|tiamate|tiazac,39186,CHEMBL23,missing,HSUGRBWQSSZJOP-RTWAWAEBSA-N,both,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,0,0
320,a-64077|abbott-64077|zileuton|zyflo cr|zyflo,60490,CHEMBL93,missing,MWLSOWXNZPKENC-UHFFFAOYSA-N,both,CC(c1cc2ccccc2s1)N(O)C(N)=O,1,0
321,ixazomib citrate|mln-9708|mln9708|ninlaro,56844015,CHEMBL3545432,missing,MBOMYENWWXQSNW-AWEZNQCLSA-N,chembl,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,missing,0
322,dtp-a|dtpa|nsc-7340|pentetic acid|pentetate,3053,CHEMBL780,missing,QPCDCPDFJACHGM-UHFFFAOYSA-N,both,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,0,0
323,mk-1602|ubrelvy|ubrogepant|ubrogepant,68748835,CHEMBL2364638,missing,DDOOFTLHJSMHLN-ZQHRPCGSSA-N,both,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,0,0
324,"17-methyltestosterone|android 10|android 25|android 5|cdb-110|l 589.372|l-589.372|l-589372|methyltestosterone|methyltestosterone ciii|metandren|methitest|methyltestosterone|nsc-139965|nsc-9701|oreton methyl|oxandrolone impurity, methyltestosterone-|oreton|perandren|plex hormone|potensan fte|ru 24400|ru-24400|testovis|testred|u-2842|virilon",6010,CHEMBL1395,missing,GCKMFJBGXUYNAG-HLXURNFRSA-N,both,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0
325,vinorelbine|vinorelbine base,5311497,CHEMBL553025,missing,GBABOYUKABKIAF-IELIFDKJSA-N,both,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,0,0
326,bgb-3111|brukinsa|zanubrutinib,135565884,CHEMBL3936761,missing,RNOAOAWBMHREKO-QFIPXVFZSA-N,both,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,0,0
327,dilevalol,134044,CHEMBL27193,missing,SGUAFYQXFOLMHL-ACJLOTCBSA-N,chembl,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,missing,1
328,nsc-169187|phendimetrazine,30487,CHEMBL1615439,missing,MFOCDFTXLCYLKU-CMPLNLGQSA-N,both,C[C@H]1[C@H](c2ccccc2)OCCN1C,0,0
329,dihydrocodeine|dihydrocodeine|ids-nd-008(sect.2)|nsc-231319,5284543,CHEMBL1595,missing,RBOXVHNMENFORY-DNJOTXNNSA-N,both,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,0,0
330,alphadrol|fluprednisolone|u-7800,5876,CHEMBL1200774,missing,MYYIMZRZXIQBGI-HVIRSNARSA-N,both,C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,0
331,isometheptene,22297,CHEMBL1697841,missing,XVQUOJBERHHONY-UHFFFAOYSA-N,both,CNC(C)CCC=C(C)C,0,0
332,fluorodopa,107730,CHEMBL3547132,missing,PAXWQORCRCBOCU-LURJTMIESA-N,chembl,N[C@@H](Cc1cc(O)c(O)cc1F)C(=O)O,missing,0
333,avagard|chlorhexidine|chlorhexidine|exidine|hibistat,2713,CHEMBL790,missing,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,both,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,0,0
334,"calciferol|calciferol in arach oil|caltrate|calciferol|d-forte|deltalin|drisdol|eciferol d2|ergo-d2|ergocalciferol|ergoral d2|ergocalciferol|lanes|nsc-62792|oleovitamin d, synthetic|osto-d2|oleovitamin d|sterogyl|sterogyl 15h|sterogyl-15|uvesterol d|viosterol in oil|vitamin d|vitamin d2|vitamin d 2",5280793,CHEMBL1536,missing,MECHNRXZTMCUDQ-RKHKHRCZSA-N,both,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,0,0
335,antaz sulf|antazoline|antazoline|vasocon-a|vasocon-a,2200,CHEMBL1305,missing,REYFJDPCWQRWAA-UHFFFAOYSA-N,both,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0,0
336,hypostamine|l-554|tritoqualine,72145,CHEMBL2104445,missing,IRGJVQIJENCTQF-UHFFFAOYSA-N,both,CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O,0,0
337,cefazolin|cephazolin|cefazolin|j01db04|sk&f-41558,33255,CHEMBL1435,missing,MLYYVTUWGNIJIB-BXKDBHETSA-N,both,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,0,0
338,navane|orbinamon|p-4657 b|p-4657b|thiothixene|tiotixene,941651,CHEMBL1201,missing,GFBKORZTTCHDGY-UWVJOHFNSA-N,both,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0,0
339,"cytomel|euthroid-0.5|euthroid-1|euthroid-2|euthroid-3|levothyroxine sodium related compound liothyronine|liothyronine|liothyronine|nsc-80203|rathyronine|tertroxin|thyrolar-0.25|thyrolar-0.5|thyrolar-1|thyrolar-2|thyrolar-3|thyrolar-5|triiodothyronine (t3 or liothyronine, active) (6-11%)|triostat",5920,CHEMBL1544,missing,AUYYCJSJGJYCDS-LBPRGKRZSA-N,both,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0,0
340,aftate|dr. scholl's athlete's foot spray|mycil|nsc-233648|sch 10144|sch-10144|timoped|tinaderm|tinaderm plus|tineafax|tolnaftate|tinactin|tritin,5510,CHEMBL83668,missing,FUSNMLFNXJSCDI-UHFFFAOYSA-N,both,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,0,0
341,methylergometrine|methylergonovine,8226,CHEMBL1201356,missing,UNBRKDKAWYKMIV-QWQRMKEZSA-N,both,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0,0
342,acetrizoic acid|acetrizoate|acetrizoic acid,6806,CHEMBL1201327,missing,GNOGSFBXBWBTIG-UHFFFAOYSA-N,chembl,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,missing,0
343,apraclonidine|apraclonidine|iopidine,2216,CHEMBL647,missing,IEJXVRYNEISIKR-UHFFFAOYSA-N,both,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,0,0
344,a 33547|fla 731|remoxipride|roxiam,54477,CHEMBL22242,missing,GUJRSXAPGDDABA-NSHDSACASA-N,both,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,1,1
345,ecteinascidins trabectedin|et-743|nsc-648766|trabectedin|yondelis|yondelis,108150,CHEMBL450449,missing,PKVRCIRHQMSYJX-AIFWHQITSA-N,both,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,0,0
346,dl- lactic acid|dl-lactic acid|e 270|e-270|e270|fema no. 2611|hipure 88|ins no.270|ins-270|lactic acid|nsc-367919|purac fcc 80|purac fcc 88,612,CHEMBL1200559,missing,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,both,CC(O)C(=O)O,0,0
347,vinflunine,10629256,CHEMBL2110725,missing,NMDYYWFGPIMTKO-KLCPSUAYSA-N,both,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,0,0
348,esketamine,182137,CHEMBL395091,missing,YQEZLKZALYSWHR-ZDUSSCGKSA-N,both,CN[C@]1(c2ccccc2Cl)CCCCC1=O,0,0
349,darifenacin|darifenacin|enablex|uk-88525,444031,CHEMBL1346,missing,HXGBXQDTNZMWGS-RUZDIDTESA-N,both,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,0,0
350,iodohippurate,8614,CHEMBL1681,missing,CORFWQGVBFFZHF-UHFFFAOYSA-N,chembl,O=C(O)CNC(=O)c1ccccc1I,missing,0
351,apalutamide|arn-509|erleada|jnj-56021927,24872560,CHEMBL3183409,missing,HJBWBFZLDZWPHF-UHFFFAOYSA-N,both,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,0,0
352,nafcillin|nafcillin|nallpen|unipen,8982,CHEMBL1443,missing,GPXLMGHLHQJAGZ-JTDSTZFVSA-N,both,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0,0
353,"fluphenazine|fluphenazine enantate|fluphenazine enanthate|fluphenazine maleate|moditen enant|prolixin enanthate|prolixin|sq 16,114|sq 16144",3389,CHEMBL1200951,missing,LRWSFOSWNAQHHW-UHFFFAOYSA-N,chembl,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,missing,0
354,cci 5537|cci-5537|clobavate|clobet|clobetasone|clobetasone 17-butyrate|clobetasone butyrate|cloburate|cloburate-n|eumovate|eumovate n|gr 2/1214|trimovate,71716069,CHEMBL2308885,missing,FBRAWBYQGRLCEK-RJFLZJKCSA-N,chembl,CCCC(=O)O[C@]1(C(=O)CCl)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)C(=O)C[C@@]21C,missing,0
355,adefovir di(pivaloyloxymethyl) ester|adefovir dipivoxil|adefovir pivoxil|adefovir dipivoxil|gs-0840|hepsera,60871,CHEMBL922,missing,WOZSCQDILHKSGG-UHFFFAOYSA-N,both,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,0,0
356,a-157378-0|a-157378.0|abt-378|kaletra|lopinavir,92727,CHEMBL729,missing,KJHKTHWMRKYKJE-SUGCFTRWSA-N,both,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,0,0
357,lofexidine,30668,CHEMBL17860,missing,KSMAGQUYOIHWFS-UHFFFAOYSA-N,both,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0,0
358,dilantin-125|dilantin-30|diphenylhydantoin|dilabid|dilantin|diphenylhydantoin|hydantol|nsc-8722|phenytoin|phentytoin|phenytek|phenytex|sm-88 component phenytoin,1775,CHEMBL16,missing,CXOFVDLJLONNDW-UHFFFAOYSA-N,both,O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,0,0
359,conofite|dumicoat|dermazole|loramyc|miconazole|micatin|miconazole|monistat|monistat-3|monistat-derm|nsc-170986|oravig|vusion,4189,CHEMBL91,missing,BYBLEWFAAKGYCD-UHFFFAOYSA-N,both,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0,0
360,nsc-39069|treosulfan,9882105,CHEMBL455186,missing,YCPOZVAOBBQLRI-WDSKDSINSA-N,both,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,0,0
362,aliskiren|aliskiren|rasilez|spp-100|spp100,5493444,CHEMBL1639,missing,UXOWGYHJODZGMF-QORCZRPOSA-N,both,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,0,0
363,celontin|mesuximide|methsuximide|methsuximide,6476,CHEMBL697,missing,AJXPJJZHWIXJCJ-UHFFFAOYSA-N,both,CN1C(=O)CC(C)(c2ccccc2)C1=O,0,0
364,famotidine|famotidine preservative free|famotidine preservative free (pharmacy bulk)|fluxid|l 643341|mk-208|pepcid ac|pepcid preservative free|pepcid rpd|pepcid|ym-11170,3325,CHEMBL902,missing,XUFQPHANEAPEMJ-UHFFFAOYSA-N,both,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,0,0
365,dexibuprofen|ibu-tab|neoprofen|rufen|seractil,39912,CHEMBL175,missing,HEFNNWSXXWATRW-JTQLQIEISA-N,both,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,0,0
366,iti 007|iti-007|iti-722|iti007|lumateperone,21302490,CHEMBL3306803,missing,HOIIHACBCFLJET-SFTDATJTSA-N,both,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,0,0
367,livial|org od 14|org-od 14|tibolone,444008,CHEMBL2103774,missing,WZDGZWOAQTVYBX-XOINTXKNSA-N,both,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,0,0
368,aminoethylsulfonic acid|fema no. 3813|nsc-32428|o-due|taurine,1123,CHEMBL239243,missing,XOAAWQZATWQOTB-UHFFFAOYSA-N,both,NCCS(=O)(=O)O,0,0
369,potassium bitartrate|potassium hydrogen tartrate|potassium hydrogentartrate,13352,CHEMBL2105248,missing,KYKNRZGSIGMXFH-ZVGUSBNCSA-M,chembl,O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+],missing,0
370,a77 1726|aubagio|hmr-1726|hmr1726|leflunomide related compound b|leflunomide related compound b rs|teriflunomide,54684141,CHEMBL973,missing,UTNUDOFZCWSZMS-YFHOEESVSA-N,both,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0,0
371,"ids-no-003|nih 10323|nsc-19045|numorphan|oxycodone hydrochloride impurity, oxymorphone-|oxymorphone|oxymorphone cii|opana|oxymorphone",5284604,CHEMBL963,missing,UQCNKQCJZOAFTQ-ISWURRPUSA-N,both,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0,0
372,bictegravir|gs-9883|gs-9883-01,90311989,CHEMBL3989866,missing,SOLUWJRYJLAZCX-LYOVBCGYSA-N,both,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,0,0
373,triacetyldiphenolisatin,29321,CHEMBL1909288,missing,JPGUEMQIAGJQSJ-UHFFFAOYSA-N,chembl,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,missing,1
374,"68618|mycophenolate mofetil impurity, mycophenolic acid-|mycophenolic acid|myfortic|nsc-129185|rs-61443 [as mofetil]",446541,CHEMBL866,missing,HPNSFSBZBAHARI-RUDMXATFSA-N,both,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,0,0
375,by 1023|by-1023|pantoloc control|pantoprazole|protium|protium i.v.|pantoprazole|protonix|sk&f 96022|sk&f-96022|sk-96022|skf-96022,4679,CHEMBL1502,missing,IQPSEEYGBUAQFF-UHFFFAOYSA-N,both,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,0,0
376,domiphen,3149,CHEMBL1187011,missing,YXUPZGKORWTXID-UHFFFAOYSA-N,both,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,0,0
377,7162 rp|7162-rp|il 6001|il-6001|surmontil|trimeproprimine|trimipramine|trimipramine,5584,CHEMBL644,missing,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,both,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0,0
378,diphenoxylate|diphenoxylate,13505,CHEMBL1201294,missing,HYPPXZBJBPSRLK-UHFFFAOYSA-N,both,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,0,0
379,emd 515259|emd-515259|emd-68-843|vilazodone,6918314,CHEMBL439849,missing,SGEGOXDYSFKCPT-UHFFFAOYSA-N,both,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,0,0
380,amodiaquin|amodiaquine|amodiaquine|gnf-pf-5648|nsc-13453|sj000110703,2165,CHEMBL682,missing,OVCDSSHSILBFBN-UHFFFAOYSA-N,both,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,0,0
381,asclera|polidocanol|polyoxyl 9 lauryl ether|polidocanol|varithena,656641,CHEMBL1231723,missing,ONJQDTZCDSESIW-UHFFFAOYSA-N,both,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0,0
382,arnuity ellipta|avamys|flonase sensimist allergy relief|fluticasone furoate|gsk 685 698|gsk-685968|gsk685968|gw-685698x|gw685698x|relvar ellipta|trelegy ellipta|veramyst,9854489,CHEMBL1676,missing,XTULMSXFIHGYFS-VLSRWLAYSA-N,both,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,0,0
384,nsc-37917|nsc-85998|streptozocin|streptozotocin|stz|u-9889|zanosar,2733335,CHEMBL1651906,missing,ZSJLQEPLLKMAKR-YDEIVXIUSA-N,chembl,CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,missing,0
385,sodium succinate,197012,CHEMBL1200345,missing,KZQSXALQTHVPDQ-UHFFFAOYSA-M,chembl,O=C([O-])CCC(=O)O.[Na+],missing,0
386,axid ar|axid|ly 139037|ly-139037|nizatidine|zinga 150|zinga 300,4513,CHEMBL3183075,missing,SGXXNSQHWDMGGP-UHFFFAOYSA-N,both,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,0,0
387,39435|cefaloglycin|cephaloglycin|kafocin,19150,CHEMBL1200971,missing,FUBBGQLTSCSAON-PBFPGSCMSA-N,both,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0,0
388,mobiflex|ro 12-0068|ro 12-0068/000|ro-120068000|tenoxicam,54677971,CHEMBL302795,missing,LZNWYQJJBLGYLT-UHFFFAOYSA-N,both,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,0,0
389,terodiline,23480,CHEMBL363295,missing,UISARWKNNNHPGI-UHFFFAOYSA-N,chembl,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,missing,1
390,cidofovir|gs-0504|vistide,60613,CHEMBL152,missing,VWFCHDSQECPREK-LURJTMIESA-N,both,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,0,0
391,ticlopidine|ticlopidine,5472,CHEMBL833,missing,PHWBOXQYWZNQIN-UHFFFAOYSA-N,both,Clc1ccccc1CN1CCc2sccc2C1,0,0
392,pramocaine|pramoxine,4886,CHEMBL1198,missing,DQKXQSGTHWVTAD-UHFFFAOYSA-N,both,CCCCOc1ccc(OCCCN2CCOCC2)cc1,0,0
393,fursultiamine|fursultiamine hydrochloride|judolor|ttfd,3002119,CHEMBL1740659,missing,JTLXCMOFVBXEKD-FOWTUZBSSA-N,both,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,0,0
394,carbenicillin|carbenicillin|geocillin|geopen|pyopen,20824,CHEMBL1214,missing,FPPNZSSZRUTDAP-UWFZAAFLSA-N,both,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,0
396,chlormadinone|chlormadinone acetate|nsc-92338,9324,CHEMBL110691,missing,QMBJSIBWORFWQT-DFXBJWIESA-N,chembl,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,missing,1
397,amphicol|brochlor|brolene antibiotic|chloramphenicol|chlorofair|chloroptic|chloroptic s.o.p.|chloramex|chloramphenicol|chlorbiotic|chloromycetin|econochlor|golden eye antibiotic|kemicetine|klorafect|kernispray|mychel|mychel-s|nsc-16331|nsc-3069|ophthochlor|optomycin|sno phenicol|tubilux infected eyes|tevcocin,5959,CHEMBL130,missing,WIIZWVCIJKGZOK-RKDXNWHRSA-N,both,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0,0
398,clomethiazole|heminevrin|sctz [as edisylate],10783,CHEMBL315795,missing,PCLITLDOTJTVDJ-UHFFFAOYSA-N,chembl,Cc1ncsc1CCCl,missing,0
399,"ay-27,773|ay-27773|alderase|alredase|tolrestat",53359,CHEMBL436,missing,LUBHDINQXIHVLS-UHFFFAOYSA-N,chembl,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,missing,1
400,indalpine|indalpine|lm-5008,44668,CHEMBL276520,missing,SADQVAVFGNTEOD-UHFFFAOYSA-N,chembl,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,missing,1
401,deca-durabolin|durabolin|nandrolone decanoate|nandrolone decanoate ciii,9677,CHEMBL1200946,missing,JKWKMORAXJQQSR-MOPIKTETSA-N,both,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,0,0
402,fenofibrate free acid|fenofibrate related compound b|fenofibric acid|fibricor|fenocor-67|fenogal|lf-153|lipanthyl|lipofen|lofibra|nsc-281318|supralip|trilipix,64929,CHEMBL981,missing,MQOBSOSZFYZQOK-UHFFFAOYSA-N,both,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0,0
403,habitrol|nicabate|nicoderm cq|nicopass|nicopatch|nicorette invisi|nicotine|nicotinell classic|nicotinell support|nicotinell tts 10|nicotinell tts 20|nicotinell tts 30|niquitin|niquitin clr|niquitin minis cherry|niquitin minis mint|niquitin minis orange|niquitin mint|niquitin pre-quit|niquitin strips mint|nicoderm|nicotine|nicotrol|nicotrol inhaler|nicotrol ns|prostep|stoppers|stubit,89594,CHEMBL3,missing,SNICXCGAKADSCV-JTQLQIEISA-N,both,CN1CCC[C@H]1c1cccnc1,0,0
404,arry-142886|arry-886|azd-6244|azd6244|selumetinib|selumetinib,10127622,CHEMBL1614701,missing,CYOHGALHFOKKQC-UHFFFAOYSA-N,both,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,0,0
405,midodrine|st 1085|st-1085,4195,CHEMBL1201212,missing,PTKSEFOSCHHMPD-UHFFFAOYSA-N,both,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0,0
406,baratol|doralese tiltab|indoramin|wy 21901,33625,CHEMBL279516,missing,JXZZEXZZKAWDSP-UHFFFAOYSA-N,both,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,1,0
407,detrunorm|detrunorm xl|mictonorm|propiverine|propiverine hydrochloride,4942,CHEMBL1078261,missing,QPCVHQBVMYCJOM-UHFFFAOYSA-N,both,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,0,0
408,nsc-12268|trihexyphenidyl|trihexyphenidyl,5572,CHEMBL1490,missing,HWHLPVGTWGOCJO-UHFFFAOYSA-N,both,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,0,0
409,almotriptan|almotriptan|las 31416|las-31416,123606,CHEMBL1505,missing,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,both,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0,0
410,hydroxystilbamidine|hydroxystilbamidine,5284571,CHEMBL1301,missing,TUESWZZJYCLFNL-DAFODLJHSA-N,both,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,0,0
411,"1alpha,25-dihydroxycholecalciferol|1alpha,25-dihydroxyvitamin d3|calcitriol|calcijex|dihydroxycholecalciferol|dihydroxyvitamin d 3|ro 21-5535|ro-21-5535|ro-215535|rocaltrol|silkis|topitriol|vectical",5280453,CHEMBL846,missing,GMRQFYUYWCNGIN-NKMMMXOESA-N,both,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,0,0
412,"e-941|e941|ins no.941|ins-941|nitrogen|nitrogen, liquid|nitrogen",947,CHEMBL142438,missing,IJGRMHOSHXDMSA-UHFFFAOYSA-N,both,N#N,0,0
413,lisuride|lisuride maleate|lysuride|revanil 200,28864,CHEMBL157138,missing,BKRGVLQUQGGVSM-KBXCAEBGSA-N,both,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0,0
414,"gnf-pf-5544|lariam|mefloquine|mefaquin|mefloquine|ro 21-5998|ro-215998|wr 142,490",4046,CHEMBL416956,missing,XEEQGYMUWCZPDN-UHFFFAOYSA-N,both,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,0,0
415,hydroxychloroquine|hydroxychloroquine,3652,CHEMBL1535,missing,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,both,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0,0
416,emedastine|emadine|emedastine,3219,CHEMBL594,missing,KBUZBQVCBVDWKX-UHFFFAOYSA-N,both,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,0,0
417,pyrantel,708857,CHEMBL1626223,missing,YSAUAVHXTIETRK-AATRIKPKSA-N,both,CN1CCCN=C1/C=C/c1cccs1,0,0
418,bms-663068|fostemsavir,11319217,CHEMBL3301594,missing,SWMDAPWAQQTBOG-UHFFFAOYSA-N,both,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,0,0
419,cetylpyridinium,2683,CHEMBL305906,missing,NEUSVAOJNUQRTM-UHFFFAOYSA-N,both,CCCCCCCCCCCCCCCC[n+]1ccccc1,0,0
420,angeliq|drospirenone|slynd|zk 30595|zk-30595,68873,CHEMBL1509,missing,METQSPRSQINEEU-HXCATZOESA-N,both,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,0,0
