,chembl_id,chembl_withdrawn,dataset,drugbank_id,drugbank_withdrawn,inchi_key,name,pubchem_cid,smiles,withdrawn_chembl_+,withdrawn_drugbank_+,withdrawn_label,CHEMBLID,Toxicity type
2550,CHEMBL2104217,missing,drugbank,DB13962,0,UGZVNIRNPPEDHM-SBBOJQDXSA-L,Calcium saccharate,154911.0,[Ca++].[H][C@](O)(C([O-])=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)C([O-])=O,0.0,0.0,0,,Safe
438,CHEMBL64391,0,chembl,missing,missing,VHVPQPYKVGDNFY-UHFFFAOYSA-N,"itraconazole|itrazole|onmel|r 51,211|r-51211|sporanox i.v.|sporanox-pulse|sporanos|sporanox|tolsura",3793,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0.0,0.0,0,,Safe
2504,CHEMBL1096927,missing,drugbank,DB13153,0,RGZSQWQPBWRIAQ-CABCVRRESA-N,Levomenol,442343.0,[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C,0.0,0.0,0,,Safe
1666,CHEMBL617,0,both,missing,0,XIURVHNZVLADCM-IUODEOHRSA-N,cefalotin|cephalothin|seffin,6024,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,0.0,0.0,0,,Safe
1661,CHEMBL891,0,both,missing,0,LQOLIRLGBULYKD-JKIFEVAISA-N,cloxacillin|cloxacillin|cloxapen|orbenin|tegopen,6098,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0.0,0.0,0,,Safe
2232,CHEMBL286398,missing,drugbank,DB01839,0,DNIAPMSPPWPWGF-UHFFFAOYSA-N,Propylene glycol,1030.0,CC(O)CO,0.0,0.0,0,,Safe
2226,CHEMBL3188202,missing,drugbank,DB01612,0,CSDTZUBPSYWZDX-UHFFFAOYSA-N,Amyl Nitrite,10026.0,CCCCCON=O,0.0,0.0,0,,Safe
2463,CHEMBL2109076,missing,drugbank,DB11602,0,DFJVHKAPIXJTSC-UHFFFAOYSA-N,Hydroxyethyl cellulose,4327536.0,CC(O)COCC1OC(OC2C(COCC(C)O)OC(OCC(C)O)C(OCC(C)O)C2OCC(C)O)C(OCC(C)O)C(OCC(C)O)C1OCC(C)O,0.0,0.0,0,,Safe
295,CHEMBL1098659,0,both,missing,0,XLYOFNOQVPJJNP-UHFFFAOYSA-N,"b1217|nsc-147337|pur-wash|purified water|r-718|sterile water|sterile water for injection|sterile water for irrigation|water|water for injection|water purified|water, purified",962,O,0.0,0.0,0,,Safe
536,CHEMBL349803,0,both,missing,0,UJEWTUDSLQGTOA-UHFFFAOYSA-N,arelix|arlix|hoe 118|piretanide|s 73 4118,4849,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,0.0,0.0,0,,Safe
2407,CHEMBL593429,missing,drugbank,DB11100,0,POJWUDADGALRAB-UHFFFAOYSA-N,Allantoin,204.0,NC(=O)NC1NC(=O)NC1=O,0.0,0.0,0,,Safe
2524,CHEMBL2105322,missing,drugbank,DB13267,0,ZBNBQISDCFIEQC-UHFFFAOYSA-N,Ritiometan,65787.0,OC(=O)CSC(SCC(O)=O)SCC(O)=O,0.0,0.0,0,,Safe
1302,CHEMBL3813873,0,both,missing,0,JGWRKYUXBBNENE-UHFFFAOYSA-N,cml-261|pexidartinib|plx-3397|plx3397,25151352,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,0.0,0.0,0,,Safe
2552,CHEMBL2366023,missing,drugbank,DB13970,0,MELGLHXCBHKVJG-UHFFFAOYSA-N,Dioctyldimonium,62582.0,CCCCCCCC[N+](C)(C)CCCCCCCC,0.0,0.0,0,,Safe
1695,CHEMBL460291,0,both,missing,0,GKQPCPXONLDCMU-CCEZHUSRSA-N,caldine|gr 43659x|gr-43659x|lacidipine|molap|motens,5311217,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,0.0,0.0,0,,Safe
2122,CHEMBL1162144,missing,drugbank,DB00119,0,LCTONWCANYUPML-UHFFFAOYSA-N,Pyruvic acid,1060.0,CC(=O)C(O)=O,0.0,0.0,0,,Safe
1190,CHEMBL1229,0,both,missing,0,VSZGPKBBMSAYNT-RRFJBIMHSA-N,gs 4104|gs-4071 ethyl ester|gs-4104|gs4104|oseltamivir|oseltamivir carboxylate|ro 640796|ro-64-0796|ro-640796|ro64-0796,65028,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0.0,0.0,0,,Safe
330,CHEMBL1544,0,both,missing,0,AUYYCJSJGJYCDS-LBPRGKRZSA-N,"cytomel|euthroid-0.5|euthroid-1|euthroid-2|euthroid-3|levothyroxine sodium related compound liothyronine|liothyronine|liothyronine|nsc-80203|rathyronine|tertroxin|thyrolar-0.25|thyrolar-0.5|thyrolar-1|thyrolar-2|thyrolar-3|thyrolar-5|triiodothyronine (t3 or liothyronine, active) (6-11%)|triostat",5920,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.0,0.0,0,,Safe
2624,CHEMBL323668,missing,drugbank,DB15534,0,PRGILOMAMBLWNG-UHFFFAOYSA-N,Colchiceine,10156.0,COC1=C(OC)C(OC)=C2C(CCC(NC(C)=O)C3=CC(=O)C(O)=CC=C23)=C1,0.0,0.0,0,,Safe
1928,CHEMBL695,0,both,missing,0,IRYJRGCIQBGHIV-UHFFFAOYSA-N,trimethadione|troxidone|tridione|trimethadione,5576,CN1C(=O)OC(C)(C)C1=O,0.0,0.0,0,,Safe
855,CHEMBL2104045,0,both,missing,0,CMDKPGRTAQVGFQ-RMKNXTFCSA-N,cinoxate,5373773,CCOCCOC(=O)/C=C/c1ccc(OC)cc1,0.0,0.0,0,,Safe
2039,CHEMBL841,0,both,missing,0,RDOIQAHITMMDAJ-UHFFFAOYSA-N,imodium|loperamide|loperamide,3955,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.0,0.0,1,CHEMBL841,toxic_gastro
1691,CHEMBL1006,0,both,missing,0,JKOQGQFVAUAYPM-UHFFFAOYSA-N,amifostine|amifostine disulfide|amifostine trihydrate|ethiofos|ethiofos|ethyol|gammaphos|nsc-296961|wr-2721|wr-2721 trihydrate|ym-08310,2141,NCCCNCCSP(=O)(O)O,0.0,0.0,0,,Safe
2635,CHEMBL2368925,,withdrawn,missing,,UKTAZPQNNNJVKR-AKJUYKBHSA-N,Dolasetron,3033818,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,,,1,CHEMBL2368925,toxic_cardio
2589,CHEMBL816,missing,drugbank,DB14189,0,PIICEJLVQHRZGT-UHFFFAOYSA-N,Ethylenediamine,3301.0,NCCN,0.0,0.0,0,,Safe
1426,CHEMBL1214185,0,both,missing,1,RXZBMPWDPOLZGW-XMRMVWPWSA-N,roxithromycin|ru 28965|ru 965|ru-28965|ru-965|rulid|rulide,6915744,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0.0,1.0,0,,Safe
562,CHEMBL19490,1,chembl,missing,missing,ZXVNMYWKKDOREA-UHFFFAOYSA-N,zomepirac,5733,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,1.0,1.0,1,CHEMBL19490,toxic_dermis
982,CHEMBL207538,0,both,missing,0,AURFZBICLPNKBZ-SYBPFIFISA-N,allopregnan-3.alpha.-ol-20-one|allopregnanolone|brexanolone|sage-547|sge-102|zulresso,92786,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,0.0,0,,Safe
886,CHEMBL2219738,0,chembl,missing,missing,LJCNRYVRMXRIQR-OLXYHTOASA-L,potassium sodium tartrate,9357,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[K+].[Na+],0.0,0.0,0,,Safe
1729,CHEMBL267936,0,both,missing,0,IMYZQPCYWPFTAG-UHFFFAOYSA-N,mecamylamine,4032,CNC1(C)C2CCC(C2)C1(C)C,0.0,0.0,0,,Safe
713,CHEMBL1180003,0,chembl,missing,missing,GLFDLEXFOHUASB-UHFFFAOYSA-N,cetrimide,14251,CCCCCCCCCCCCCC[N+](C)(C)C,0.0,0.0,0,,Safe
2499,CHEMBL2107553,missing,drugbank,DB12954,0,ODKYYBOHSVLGNU-IAGONARPSA-N,Terizidone,65720.0,O=C1NOCC1\N=C\C1=CC=C(\C=N\C2CONC2=O)C=C1,0.0,0.0,0,,Safe
795,CHEMBL1619528,0,chembl,missing,missing,WPUKUEMZZRVAKZ-UHFFFAOYSA-N,pipenzolate,4832,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0.0,0.0,0,,Safe
303,CHEMBL1200686,0,both,missing,0,KASDHRXLYQOAKZ-XDSKOBMDSA-N,elidel|pimecrolimus|sdz asm 981|sdz asm-981|sdz-asm 981|sdz-asm-981,6509979,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.0,0.0,0,,Safe
132,CHEMBL864,0,both,missing,0,OJFSXZCBGQGRNV-UHFFFAOYSA-N,carbinoxamine|carbinoxamine|clistin|palgic,2564,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,0.0,0.0,0,,Safe
2422,CHEMBL2107611,missing,drugbank,DB11159,0,GRVFOGOEDUUMBP-UHFFFAOYSA-N,Sodium sulfide,14804.0,[Na+].[Na+].[S--],0.0,0.0,0,,Safe
526,CHEMBL1760,0,both,missing,0,XWTYSIMOBUGWOL-UHFFFAOYSA-N,brethaire|brethine|bricanyl|terbutaline|terbutaline,5403,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.0,0.0,0,,Safe
2327,CHEMBL1823872,missing,drugbank,DB09099,0,NHXLMOGPVYXJNR-ATOGVRKGSA-N,Somatostatin,16129681.0,C[C@@H](O)[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CO)NC1=O)C(O)=O)NC(=O)CNC(=O)[C@H](C)N)[C@@H](C)O,0.0,0.0,0,,Safe
144,CHEMBL548,0,both,missing,0,XEYBRNLFEZDVAW-ARSRFYASSA-N,"cervidil|dinoprostone|dinoprostone beta-cyclodextrin clathrate|nsc-165560|nsc-196514|prepidil|propess|prostaglandin e2|prostin e2|u-12,062|u-12062",5280360,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,0.0,0.0,1,CHEMBL548,toxic_muscoskelet
1386,CHEMBL17,0,both,missing,0,GJQPMPFPNINLKP-UHFFFAOYSA-N,dichlorphenamide|diclofenamide|daranide|dichlorphenamide|keveyis|oratrol,3038,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,0.0,0.0,0,,Safe
1942,CHEMBL1095097,0,both,missing,0,JUKPWJGBANNWMW-VWBFHTRKSA-N,eplerenone|inspra|sc-66110|sc-6611o,443872,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,0.0,0.0,0,,Safe
565,CHEMBL2004297,0,chembl,missing,missing,CTPKSRZFJSJGML-UHFFFAOYSA-N,monosulfiram|sulfiram|tetmosol,7215,CCN(CC)C(=S)SC(=S)N(CC)CC,0.0,0.0,0,,Safe
204,CHEMBL437,1,both,missing,0,JNMRHUJNCSQMMB-UHFFFAOYSA-N,sulfathiazole|sulfathiazole (triple sulfa)|sulphathiazole|sulfathiazole|thiazamide,5340,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1.0,0.0,1,CHEMBL437,toxic_hepa
41,CHEMBL1623,0,both,missing,0,OCJYIGYOJCODJL-UHFFFAOYSA-N,meclizine|meclozine|meclizine|nsc-169189,4034,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0.0,0.0,0,,Safe
2600,CHEMBL330546,missing,drugbank,DB14475,0,JVTAAEKCZFNVCJ-REOHCLBHSA-N,L-Lactic acid,107689.0,C[C@H](O)C(O)=O,0.0,0.0,0,,Safe
1010,CHEMBL244888,0,chembl,missing,missing,YCWSUKQGVSGXJO-NTUHNPAUSA-N,ercefuryl 200|nifuroxazide|rc-27109|sj000287313,5337997,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,0.0,0.0,0,,Safe
2253,CHEMBL295124,missing,drugbank,DB04115,0,YBHILYKTIRIUTE-UHFFFAOYSA-N,Berberine,2353.0,COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC,0.0,0.0,0,,Safe
1327,CHEMBL1370,0,both,missing,0,VOVIALXJUBGFJZ-KWVAZRHASA-N,aircort|budeflam aquanase|budelin novolizer|budenofalk|budesonide|cortiment|duoresp spiromax|entocort|entocort cr|entocort ec|map-0010|map0010|ortikos|preferid|pulmaxan|pulmicort flexhaler|pulmicort l.s.|pulmicort respules|pulmicort|r01ad05|rhinocort allergy|rhinocort aqua|rhinocort aqua 64|rhinocort|s-1320|symbicort|uceris,5281004,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.0,0.0,0,,Safe
4,CHEMBL110,0,both,missing,0,CULUWZNBISUWAS-UHFFFAOYSA-N,benznidazole|nsc-299972|ro 07-1051|ro-07-1051|ro-7-1051,31593,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0.0,0.0,0,,Safe
731,CHEMBL181,0,both,missing,0,GDLBFKVLRPITMI-UHFFFAOYSA-N,diazoxide|eudemine|eudimine|hyperstat|mutabase|nsc-64198|nsc-76130|proglycem|sch 6783|sch-6783|srg 95213|srg-95213,3019,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,0.0,0.0,0,,Safe
2062,CHEMBL1096979,0,both,missing,0,BNQDCRGUHNALGH-UHFFFAOYSA-N,benserazide|benserazide hydrochloride|ro 4-4602|ro-4-4602,2327,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,0.0,0.0,0,,Safe
1861,CHEMBL1738797,0,both,missing,0,KDGFLJKFZUIJMX-UHFFFAOYSA-N,af-802|af802|alecensa|alectinib|ch-5424802|ch5424802|ro-5424802|ro5424802,49806720,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,0.0,0.0,0,,Safe
831,CHEMBL1571,0,both,missing,0,BPEWUONYVDABNZ-DZBHQSCQSA-N,fludestrin|nsc-23759|sq 9538|sq-9538|testolactone|testolactone ciii|teslac,13769,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2,0.0,0.0,0,,Safe
390,CHEMBL981,0,both,missing,0,MQOBSOSZFYZQOK-UHFFFAOYSA-N,fenofibrate free acid|fenofibrate related compound b|fenofibric acid|fibricor|fenocor-67|fenogal|lf-153|lipanthyl|lipofen|lofibra|nsc-281318|supralip|trilipix,64929,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0.0,0.0,0,,Safe
1110,CHEMBL3391662,0,both,missing,0,UAUIUKWPKRJZJV-QPLHLKROSA-N,abt-450|paritaprevir,45110509,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,0.0,0.0,0,,Safe
1760,CHEMBL443,0,both,missing,0,JLKIGFTWXXRPMT-UHFFFAOYSA-N,acetylsulfamethoxazole|acetylsulfamethoxazole|gantanol-ds|gantanol|nsc-147832|ro 4-2130|ro-4-2130|stx-608|sulfamethoxazole|sulfamethoxazole sodium|sulphamethoxazole|sinomin|suphamethoxazole|urobak,5329,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.0,0.0,0,,Safe
251,CHEMBL1055,0,both,missing,0,JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlortalidone|chlorthalidone|g-33182|hygroton|nsc-69200|thalitone,2732,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.0,0.0,0,,Safe
936,CHEMBL565,0,both,missing,0,KNHUKKLJHYUCFP-UHFFFAOYSA-N,atromid-s|ay-61123|atromid|chlorfenisate|clofibrate|ici 28257|ici-28257|nsc-79389,2796,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0.0,0.0,0,,Safe
357,CHEMBL2103774,0,both,missing,0,WZDGZWOAQTVYBX-XOINTXKNSA-N,livial|org od 14|org-od 14|tibolone,444008,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,0.0,0.0,0,,Safe
2360,CHEMBL2110567,missing,drugbank,DB09316,0,GBECUEIQVRDUKB-UHFFFAOYSA-M,Thallous Chloride,24642.0,[Cl-].[Tl+],0.0,0.0,0,,Safe
1848,CHEMBL1201224,0,both,missing,0,HJJDBAOLQAWBMH-YCRCPZNHSA-N,cefmenoxime|cefmenoxime,9570757,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,0.0,0.0,0,,Safe
1702,CHEMBL222813,0,both,missing,0,ARAIBEBZBOPLMB-UFGQHTETSA-N,gg-167|gg167|gr 121167x|gr-121167|gr-121167x|relenza|zanamivir,60855,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,0.0,0.0,0,,Safe
652,CHEMBL1329455,0,both,missing,0,XLFWDASMENKTKL-UHFFFAOYSA-N,cas 276|corvasal|corvaton mite|corvaton ret|corvaton|molsidomine|morsydomine,4238,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,0.0,0.0,0,,Safe
2049,CHEMBL2105527,1,chembl,missing,missing,IQWYAQCHYZHJOS-UHFFFAOYSA-N,cb 4261|tetrazepam,25215,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,1.0,1.0,1,CHEMBL2105527,toxic_dermis
232,CHEMBL558,0,both,missing,0,VLPIATFUUWWMKC-UHFFFAOYSA-N,mexiletine|mexiletine,4178,Cc1cccc(C)c1OCC(C)N,0.0,0.0,0,,Safe
1180,CHEMBL508102,0,both,missing,0,CFOYWRHIYXMDOT-UHFFFAOYSA-N,athyromazole|carbimazole|neo-mercazole 20|neo-mercazole 5,31072,CCOC(=O)n1ccn(C)c1=S,0.0,0.0,0,,Safe
582,CHEMBL1091,0,both,missing,0,ALEXXDVDDISNDU-JZYPGELDSA-N,barquinol hc|chloromycetin hydrocort|colifoam|cortifoam|cortucid|cortef acetate|cortril|dricort|epifoam|framycort|fucidin h|genticin hc|gentisone hc|gppe ear susp|gppe eye crm|gppe foam aero|hc45 hydrocort|hemsol-hc|hepacort plus|hydrocal|hydrocortisone 21-acetate|hydrocortisone acetate|hydrocortisone acetate|hydrocortone|lanacort|micort-hc|neo-cortef|nsc-741|orabase hca,5744,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.0,0.0,0,,Safe
2210,CHEMBL1575,missing,drugbank,DB01196,0,FRPJXPJMRWBBIH-RBRWEJTLSA-N,Estramustine,259331.0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H],0.0,0.0,0,,Safe
1187,CHEMBL3889654,0,both,missing,0,NYNZQNWKBKUAII-KBXCAEBGSA-N,arry-470|bay-2757556|bay2757556|larotrectinib|loxo-101,46188928,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,0.0,0.0,0,,Safe
1453,CHEMBL3182343,0,both,missing,0,ZEMIJUDPLILVNQ-ZXFNITATSA-N,pivampicillin|pondocillin,33478,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0.0,0.0,0,,Safe
1005,CHEMBL3545313,0,both,missing,0,HYHMLYSLQUKXKP-UHFFFAOYSA-N,bempedoic acid|esp-55016|etc-1002|etc1002|nexletol,10472693,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,0.0,0.0,0,,Safe
2514,CHEMBL509282,missing,drugbank,DB13221,0,KSUUMAWCGDNLFK-UHFFFAOYSA-N,Apronalide,10715.0,CC(C)C(CC=C)C(=O)NC(N)=O,0.0,0.0,0,,Safe
567,CHEMBL1201784,0,both,missing,0,RYQOILLJDKPETL-UHFFFAOYSA-N,hexaminolevulinate,6433083,CCCCCCOC(=O)CCC(=O)CN,0.0,0.0,0,,Safe
927,CHEMBL504,0,both,missing,0,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,dimethyl sulfoxide|dmso|domoso|infiltrina|nsc-763|rimso 50|rimso-50|sq 9453|sq-9453|syntexan,679,C[S+](C)[O-],0.0,0.0,0,,Safe
1454,CHEMBL110458,0,both,missing,0,LXBIFEVIBLOUGU-DPYQTVNSSA-N,"at-1001, gr-181314a|galafold|migalastat",176077,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,0.0,0.0,0,,Safe
951,CHEMBL135400,0,both,missing,0,GBBSUAFBMRNDJC-UHFFFAOYSA-N,rp 27267|rp-27267|zileze 3.75|zileze 7.5|zimovane|zimovane ls|zopiclone,5735,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.0,0.0,0,,Safe
1907,CHEMBL692,0,both,missing,0,PEDCQBHIVMGVHV-UHFFFAOYSA-N,e-422|e422|fema no. 2525|glycerin|glycerol|glycerol 85%|glycogelatin|glycerin|glycerol|ins no.422|ins-422|keybells|m 314429|monoctanoin component d|monoctanoin component d|nirolex|nsc-9230|ophthalgan|optim|osmoglyn|pzn 7474853|senokot direct relief|tixylix baby|tixylix toddler|waterhouse,753,OCC(O)CO,0.0,0.0,0,,Safe
654,CHEMBL782,0,both,missing,0,JLRGJRBPOGGCBT-UHFFFAOYSA-N,glyconon|nsc-23813|nsc-87833|orinase|pramidex|rastinon|tolbutamide|tolbutamide,5505,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.0,0.0,0,,Safe
847,CHEMBL895,0,both,missing,0,NETZHAKZCGBWSS-CEDHKZHLSA-N,nalbuphine|nalbuphine|nubain,5311304,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,0.0,0.0,0,,Safe
971,CHEMBL515914,1,chembl,missing,missing,QQOBRRFOVWGIMD-OJAKKHQRSA-N,azaribine|cb 304|triazure,16574,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,1.0,1.0,1,CHEMBL515914,toxic_hema
937,CHEMBL264241,0,both,missing,0,JHVAMHSQVVQIOT-MFAJLEFUSA-N,anidulafungin|d70013|ecalta|eraxis|ly-303366|ly303366|ver-002|ver002,166548,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,0.0,0.0,0,,Safe
522,CHEMBL2104251,0,chembl,missing,missing,JJJFUHOGVZWXNQ-UHFFFAOYSA-N,enbucrilate|histoacryl|indermil|n-butyl cyanoacrylate,23087,C=C(C#N)C(=O)OCCCC,0.0,0.0,0,,Safe
1811,CHEMBL167731,0,both,missing,0,PEZPMAYDXJQYRV-UHFFFAOYSA-N,bbr 2778|bbr-2778|pixantrone,134019,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,0.0,0.0,0,,Safe
2509,CHEMBL464345,missing,drugbank,DB13180,0,RGHNJXZEOKUKBD-SQOUGZDYSA-N,Gluconic Acid,10690.0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,0.0,0.0,0,,Safe
2461,CHEMBL2105735,missing,drugbank,DB11586,1,XRWSZZJLZRKHHD-WVWIJVSJSA-N,Asunaprevir,16076883.0,COC1=CN=C(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)C2=C1C=CC(Cl)=C2,1.0,1.0,0,,Safe
1217,CHEMBL815,0,both,missing,0,PXGPLTODNUVGFL-YNNPMVKQSA-N,"dinoprost|dinoprost|u-14,583|u-14583",5280363,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,0.0,0.0,0,,Safe
616,CHEMBL19236,0,both,missing,0,WPNJAUFVNXKLIM-UHFFFAOYSA-N,bdf-5896|bdf5896|be-5895|be5895|cynt|fisiotens|ly-326869|ly326869|moxonidine|normatens|norcynt|nucynt|physiotens,4810,COc1nc(C)nc(Cl)c1NC1=NCCN1,0.0,0.0,0,,Safe
716,CHEMBL10878,0,both,missing,0,YJYPHIXNFHFHND-UHFFFAOYSA-N,agomelatine|valdoxan,82148,COc1ccc2cccc(CCNC(C)=O)c2c1,0.0,0.0,0,,Safe
1724,CHEMBL29411,0,both,missing,0,MGSRCZKZVOBKFT-UHFFFAOYSA-N,eftab|fema no. 3066|gppe mthwsh tab|listerine|nsc-11215|nsc-47821|nsc-49142|sotol|tellodont|tellora|thymol|valda,6989,Cc1ccc(C(C)C)c(O)c1,0.0,0.0,0,,Safe
1203,CHEMBL484785,0,both,missing,0,USZAGAREISWJDP-UHFFFAOYSA-N,an-2728|an2728|crisaborole|eucrisa,44591583,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,0.0,0.0,0,,Safe
