,chembl_id,max_phase,chirality,prodrug,oral,parenteral,topical,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,atc_classifications,black_box_warning,withdrawn_chembl,withdrawn_drugbank,withdrawn_withdrawn,withdrawn_tox,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds
3430,CHEMBL1201776,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,Small molecule,MOL,True,3.08,1.0,1.07,2.96,10.28,9.6,221.34,2.0,2.0,1.0,1.0,16.0,BASE,221.34,221.178,0.0,0.0,23.47,0.83,N,5.0,CHEMBL1201776,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,KWTWDQCKEHXFFR-SMDDNHRTSA-N,toxic_respiratory,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,CCC(C(C)CC(C)C)C1CCCC(C)C1
3431,CHEMBL160519,3.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,Small molecule,MOL,False,2.04,2.0,-0.08,0.88,8.52,9.88,290.36,4.0,5.0,4.0,4.0,21.0,BASE,290.36,290.163,0.0,0.0,85.35,0.68,N,5.0,CHEMBL160519,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,FKNXQNWAXFXVNW-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,CCC(CC(C)C)C(C)C1CCC(C)C2CC(C)CCC21
3437,CHEMBL2107004,4.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,C[C@]12CC[C@@H]3c4ccc(OC5CCCC5)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,Small molecule,MOL,True,4.2,1.0,4.17,4.17,13.62,,356.51,3.0,3.0,2.0,2.0,26.0,NEUTRAL,356.51,356.2351,0.0,0.0,49.69,0.84,N,2.0,CHEMBL2107004,C[C@]12CC[C@@H]3c4ccc(OC5CCCC5)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,ODYKCPYPRCJXLY-PZORDLPLSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[C@]12CC[C@@H]3c4ccc(OC5CCCC5)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,CC1CC2C3CCC4CC(CC5CCCC5)CCC4C3CCC2(C)C1C
3439,CHEMBL603,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Small molecule,MOL,True,5.7,4.0,5.46,6.4,4.29,,575.69,7.0,9.0,2.0,2.0,41.0,ACID,575.69,575.209,2.0,2.0,115.73,0.28,N,8.0,CHEMBL603,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,YEEZWCHGZNKEEK-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,CCC1CC(C(C)CC(C)(C)C2CCCCC2C)CCC1CC1CC(C)C2CCC(CC(C)CC3CCCC3)CC12
3442,CHEMBL303933,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,Small molecule,MOL,False,5.42,4.0,3.87,5.27,,8.47,535.52,6.0,6.0,0.0,0.0,37.0,NEUTRAL,535.52,534.2066,2.0,2.0,38.74,0.33,N,6.0,CHEMBL303933,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,UCRHFBCYFMIWHC-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,CC1CCC2C(CCCC2C2CCC(CCCC3CCC(C4CCCC5CC(C)CCC54)CC3)CC2)C1
3443,CHEMBL847,4.0,Racemic Mixture,False,True,False,False,Discontinued,None,None,None,None,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,Small molecule,MOL,True,1.81,1.0,-0.85,1.57,,9.89,279.34,5.0,6.0,3.0,3.0,20.0,BASE,279.34,279.1583,0.0,0.0,87.43,0.56,N,5.0,CHEMBL847,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,XCGYUJZMCCFSRP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,CCC1CC2CCC(CCC(C)C)CC2CC1C(C)C
3444,CHEMBL946,4.0,Achiral Molecule,False,True,False,False,Discontinued,None,None,None,None,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,Small molecule,MOL,True,3.71,2.0,3.12,3.75,,7.91,290.41,2.0,2.0,0.0,0.0,22.0,NEUTRAL,290.41,290.1783,0.0,0.0,16.13,0.74,N,0.0,CHEMBL946,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,SEBMTIQKRHYNIT-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,CC1CCC(C2C3CCCCC3CCC3CCCCC32)CC1
3448,CHEMBL1201151,4.0,Single Stereoisomer,True,True,False,False,Prescription Only,None,None,None,None,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,Small molecule,MOL,True,3.92,1.0,4.04,4.04,,,310.44,2.0,2.0,1.0,1.0,23.0,NEUTRAL,310.44,310.1933,0.0,0.0,29.46,0.8,N,1.0,CHEMBL1201151,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,IMSSROKUHAOUJS-MJCUULBUSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,CCC1CCC2C(CCC3C2CCC2(C)C3CCC2(C)CC)C1
3455,CHEMBL1230245,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(N)c2N1,Small molecule,MOL,False,-1.41,1.0,-1.95,-1.81,13.53,6.97,240.27,8.0,8.0,6.0,8.0,17.0,NEUTRAL,240.27,240.1335,1.0,1.0,142.34,0.37,N,2.0,CHEMBL1230245,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(N)c2N1,NDSDGUULXHNXGA-RPDRRWSUSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(N)c2N1,CC1CC(C)C2CC(C(C)C(C)C)CCC2C1
3457,CHEMBL1200453,4.0,Achiral Molecule,False,False,False,True,Over the Counter,None,None,None,None,CCCCCCCCCCCCCCCCCCCCCCO,Small molecule,MOL,True,7.8,0.0,8.81,8.81,,,326.61,1.0,1.0,1.0,1.0,23.0,NEUTRAL,326.61,326.3549,1.0,1.0,20.23,0.23,N,20.0,CHEMBL1200453,CCCCCCCCCCCCCCCCCCCCCCO,NOPFSRXAKWQILS-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCCCC
3458,CHEMBL19236,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,COc1nc(C)nc(Cl)c1NC1=NCCN1,Small molecule,MOL,True,0.82,1.0,1.3,1.54,,7.26,241.68,6.0,6.0,2.0,2.0,16.0,NEUTRAL,241.68,241.073,0.0,0.0,71.43,0.75,N,2.0,CHEMBL19236,COc1nc(C)nc(Cl)c1NC1=NCCN1,WPNJAUFVNXKLIM-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,COc1nc(C)nc(Cl)c1NC1=NCCN1,CCC1CC(C)CC(C)C1CC1CCCC1
3459,CHEMBL4297435,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,COC(=O)c1nc(C(F)(F)F)n2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2,Small molecule,MOL,False,2.41,2.0,0.86,2.25,,8.78,464.37,6.0,7.0,1.0,2.0,32.0,BASE,464.37,464.1283,0.0,0.0,90.45,0.42,N,5.0,CHEMBL4297435,COC(=O)c1nc(C(F)(F)F)n2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2,WIIAMRXFUJLYEF-SNVBAGLBSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,COC(=O)c1nc(C(F)(F)F)n2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2,CCC(C)C1CC(C(C)(C)C)C2CCC(C(C)CC(C)CC3CC(C)C(C)CC3C)CC12
3466,CHEMBL404849,4.0,Racemic Mixture,False,False,False,False,Withdrawn,1985,Hepatotoxicity,Spain; Germany; France,Hepatotoxicity,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,Small molecule,MOL,False,5.56,1.0,3.31,5.61,13.87,9.76,337.57,3.0,2.0,2.0,2.0,23.0,BASE,337.57,337.2439,1.0,1.0,32.26,0.39,N,12.0,CHEMBL404849,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,BFCDFTHTSVTWOG-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,0.0,,1,0,0,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,CCCCCCCCCC(C)C(C)C1CCC(CC(C)C)CC1
3467,CHEMBL304902,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,Small molecule,MOL,True,4.13,2.0,3.92,4.15,,7.23,343.88,4.0,3.0,0.0,0.0,23.0,NEUTRAL,343.88,343.091,0.0,0.0,18.84,0.72,N,0.0,CHEMBL304902,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,KAAZGXDPUNNEFN-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,CC1CCC(C2CC3CCCCC3CC3CCC(C)CC32)CC1
3470,CHEMBL1929396,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,Small molecule,MOL,False,0.65,2.0,-1.48,-0.54,13.28,8.29,383.46,7.0,9.0,2.0,2.0,28.0,NEUTRAL,383.46,383.207,0.0,0.0,115.42,0.76,N,6.0,CHEMBL1929396,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,LDXYBEHACFJIEL-HNNXBMFYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,CCC1CCCC1C(C)CCC(C)(C)CCC(C)C1CCC2CC(C)CC2C1
3472,CHEMBL475534,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,Small molecule,MOL,True,2.57,1.0,2.17,2.17,,,360.37,7.0,8.0,1.0,1.0,26.0,NEUTRAL,360.37,360.1321,0.0,0.0,107.77,0.49,N,5.0,CHEMBL475534,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,PVHUJELLJLJGLN-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CCCC(C)C1C(C)CC(C)C(C(C)CC)C1C1CCCC(C(C)C)C1
3479,CHEMBL434200,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,Small molecule,MOL,True,2.85,1.0,0.58,2.88,,9.76,295.45,4.0,3.0,2.0,2.0,20.0,BASE,295.45,295.1606,0.0,0.0,41.49,0.88,N,5.0,CHEMBL434200,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,HTWFXPCUFWKXOP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,CC(CCC1CCCC2CCCCC21)CCC(C)(C)C
3482,CHEMBL86882,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CCNCC(O)c1cccc(O)c1,Small molecule,MOL,True,1.04,1.0,-1.07,0.23,9.1,9.73,181.24,3.0,3.0,3.0,3.0,13.0,BASE,181.24,181.1103,0.0,0.0,52.49,0.65,N,4.0,CHEMBL86882,CCNCC(O)c1cccc(O)c1,SQVIAVUSQAWMKL-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,1,0,0,CCNCC(O)c1cccc(O)c1,CCCCC(C)C1CCCC(C)C1
3483,CHEMBL189,4.0,Achiral Molecule,False,False,True,False,Prescription Only,None,None,None,None,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,Small molecule,MOL,True,1.62,2.0,0.12,0.33,7.54,4.82,211.22,3.0,4.0,1.0,1.0,16.0,NEUTRAL,211.22,211.0746,0.0,0.0,69.54,0.78,N,1.0,CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,PZRHRDRVRGEVNW-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,CCC1CC(C2CCCCC2)C(C)CC1C
3493,CHEMBL599,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,Small molecule,MOL,True,1.95,2.0,-1.1,1.6,4.47,0.47,351.41,6.0,7.0,2.0,2.0,23.0,ACID,351.41,351.0347,0.0,0.0,99.6,0.86,N,2.0,CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,toxic_cardio+toxic_gastro+toxic_neuro,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,CC1CCC(CC(C)C2C(C)C3CCCCC3C(C)(C)C2C)C1
3495,CHEMBL2218892,3.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,C/C(=N\O)C(C)NCC(C)(C)CNC(C)/C(C)=N/O,Small molecule,MOL,False,1.67,0.0,-0.04,0.93,9.65,8.48,272.39,6.0,6.0,4.0,4.0,19.0,NEUTRAL,272.39,272.2212,0.0,0.0,89.24,0.31,N,8.0,CHEMBL2218892,C/C(=N\O)C(C)NCC(C)(C)CNC(C)/C(C)=N/O,BPNZYADGDZPRTK-MAEUFBSDSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C/C(=N\O)C(C)NCC(C)(C)CNC(C)/C(C)=N/O,CCC(C)C(C)CCC(C)(C)CCC(C)C(C)CC
3496,CHEMBL435966,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,O=[N+]([O-])c1cncn1CCN1CCOCC1,Small molecule,MOL,True,0.12,1.0,-0.11,-0.09,,6.05,226.24,6.0,7.0,0.0,0.0,16.0,NEUTRAL,226.24,226.1066,0.0,0.0,73.43,0.54,N,4.0,CHEMBL435966,O=[N+]([O-])c1cncn1CCN1CCOCC1,MDJFHRLTPRPZLY-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,O=[N+]([O-])c1cncn1CCN1CCOCC1,CC(C)C1CCCC1CCC1CCCCC1
3500,CHEMBL2105738,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2n1cnc2ccccc21,Small molecule,MOL,True,5.81,2.0,4.47,4.47,,4.97,388.56,3.0,3.0,1.0,1.0,29.0,NEUTRAL,388.56,388.2515,1.0,1.0,38.05,0.63,N,1.0,CHEMBL2105738,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2n1cnc2ccccc21,PAFKTGFSEFKSQG-PAASFTFBSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2n1cnc2ccccc21,CC1CCC2(C)C(CCC3C2CCC2(C)C(C4CCC5CCCCC54)CCC32)C1
3505,CHEMBL1163,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,Small molecule,MOL,True,4.21,3.0,4.54,4.54,11.92,4.42,704.87,9.0,13.0,5.0,5.0,51.0,NEUTRAL,704.87,704.3897,2.0,1.0,171.22,0.15,N,14.0,CHEMBL1163,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,AXRYRYVKAWYZBR-GASGPIRDSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,CCC(C)CC(C(C)CC(CC1CCC(C2CCCCC2)CC1)CC(C)C(CC1CCCCC1)CC(C)C(CC(C)CC)C(C)(C)C)C(C)(C)C
3514,CHEMBL1697766,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,Small molecule,MOL,False,3.93,2.0,3.08,3.78,,8.01,339.51,4.0,3.0,0.0,0.0,24.0,NEUTRAL,339.51,339.1769,0.0,0.0,9.72,0.83,N,4.0,CHEMBL1697766,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,WEYVCQFUGFRXOM-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,CC1CCC(CCCC2C3CCCCC3CC3CCCCC32)CC1
3518,CHEMBL109648,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,Small molecule,MOL,True,2.39,5.0,1.15,3.61,4.99,3.1,577.58,13.0,15.0,3.0,3.0,41.0,ACID,577.58,577.1492,2.0,2.0,200.11,0.21,N,11.0,CHEMBL109648,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,LFWCJABOXHSRGC-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,CCCCC1CC(C2CCCC(C3CCCC3)C2)CC(CC(C)(C)C2CCC(C)CC2)C1CC1CCCCC1CC
3528,CHEMBL65794,4.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,Small molecule,MOL,True,-1.04,2.0,-3.65,-4.02,2.67,3.54,514.59,10.0,11.0,2.0,3.0,35.0,ACID,514.59,514.1093,2.0,1.0,153.92,0.21,N,7.0,CHEMBL65794,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,DKOQGJHPHLTOJR-WHRDSVKCSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,CCCC(C(C)CC1C(C)C2C1CCC(CC1CCCC3CCCC31)C2C(C)C)C1CCC(C)C1
3529,CHEMBL2105612,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Small molecule,MOL,True,1.48,1.0,-1.55,1.85,3.39,,378.45,5.0,7.0,2.0,2.0,26.0,ACID,378.45,378.1249,0.0,0.0,95.94,0.73,N,6.0,CHEMBL2105612,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,HOCWPKXKMNXINF-XQERAMJGSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CCC(CC1CCCCC1)C(C)CC1C(C)C2C1CC(C)(C)C2C(C)C
3535,CHEMBL1303,4.0,Single Stereoisomer,False,False,False,True,Prescription Only,None,None,None,None,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,Small molecule,MOL,True,4.27,2.0,2.21,4.34,10.03,10.97,315.48,3.0,2.0,1.0,1.0,22.0,BASE,315.48,315.1657,0.0,0.0,23.47,0.86,N,6.0,CHEMBL1303,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,KFQYTPMOWPVWEJ-INIZCTEOSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,CCCC(CCC1CCCC1)C1CCC2C(C)CCCC2C1
3536,CHEMBL1201231,4.0,Single Stereoisomer,False,True,True,True,Prescription Only,None,None,None,None,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,Small molecule,MOL,True,1.67,0.0,-2.42,1.15,1.18,,440.43,6.0,8.0,4.0,4.0,30.0,ACID,440.43,440.16,0.0,0.0,141.36,0.48,N,4.0,CHEMBL1201231,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,JDOZJEUDSLGTLU-VWUMJDOOSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,CC1CCC2(C)C(CCC3C2C(C)CC2(C)C3CCC2(C)C(C)CCC(C)(C)C)C1
3537,CHEMBL16080,4.0,Achiral Molecule,False,False,False,False,Withdrawn,None,None,United States,None,CC(Cl)(Cl)Cl,Small molecule,MOL,False,2.38,0.0,2.08,2.08,,,133.41,0.0,0.0,0.0,0.0,5.0,,133.41,131.93,0.0,0.0,0.0,0.45,Y,0.0,CHEMBL16080,CC(Cl)(Cl)Cl,UOCLXMDMGBRAIB-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,0.0,,1,0,0,CC(Cl)(Cl)Cl,CC(C)(C)C
3539,CHEMBL1232510,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)O[C@]12C,Small molecule,MOL,False,4.6,2.0,5.3,5.76,12.83,7.68,845.02,15.0,16.0,2.0,3.0,60.0,NEUTRAL,845.02,844.4746,2.0,2.0,197.87,0.14,N,11.0,CHEMBL1232510,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)O[C@]12C,IXXFZUPTQVDPPK-ZAWHAJPISA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)O[C@]12C,CCC1CC(C)C(C)(C)C(C)C(C)C(CC2CC(C)CC(C(C)C)C2C)C(C)(CC)CC(C)C(C)C(C)C2C(CCCCC3CCC(C4CCCC(C)C4)C3)C(C)CC12C
3541,CHEMBL24171,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,COc1c2ccoc2cc2oc(=O)ccc12,Small molecule,MOL,False,2.55,3.0,1.78,1.78,,,216.19,4.0,4.0,0.0,0.0,16.0,NEUTRAL,216.19,216.0423,0.0,0.0,52.58,0.59,N,1.0,CHEMBL24171,COc1c2ccoc2cc2oc(=O)ccc12,BGEBZHIAGXMEMV-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,COc1c2ccoc2cc2oc(=O)ccc12,CCC1C2CCCC2CC2CC(C)CCC21
