,chembl_id,max_phase,chirality,prodrug,oral,parenteral,topical,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,atc_classifications,black_box_warning,withdrawn_chembl,withdrawn_drugbank,withdrawn_withdrawn,withdrawn_tox,wd_consensus_1,wd_consensus_2,wd_consensus_3
2534,CHEMBL1675,4.0,Achiral Molecule,False,True,True,False,Prescription Only,None,None,None,None,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,Small molecule,MOL,False,11.54,0,11.62,11.62,,,524.87,2,2,0,0,38,,524.87,524.4593,2,2,26.30,0.09,N,20,CHEMBL1675,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,VYGQUTWHTHXGQB-FFHKNEKCSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2536,CHEMBL62193,4.0,Achiral Molecule,False,False,False,False,Withdrawn,None,None,United States,None,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,Small molecule,MOL,True,0.88,2,0.78,1.26,6.91,1.99,310.34,7,8,2,3,21,NEUTRAL,310.34,310.0736,0,0,116.43,0.79,N,5,CHEMBL62193,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,ZZORFUFYDOWNEF-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,,,0,1,0
2538,CHEMBL2103849,3.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,Small molecule,MOL,False,2.83,3,1.20,1.44,7.55,8.50,516.67,8,10,2,2,36,NEUTRAL,516.67,516.2519,1,1,122.21,0.40,N,11,CHEMBL2103849,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,IYFNEFQTYQPVOC-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2545,CHEMBL9194,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,Small molecule,MOL,True,4.69,2,1.71,1.76,3.02,8.17,510.63,6,8,1,1,37,ACID,510.63,510.2730,1,1,88.54,0.44,N,12,CHEMBL9194,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,MOTJMGVDPWRKOC-QPVYNBJUSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2546,CHEMBL4297185,4.0,Racemic Mixture,False,True,False,False,Prescription Only,None,None,None,None,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,Small molecule,MOL,True,2.67,3,2.44,2.45,9.81,2.37,398.85,6,8,3,3,28,NEUTRAL,398.85,398.1258,0,0,119.62,0.59,N,6,CHEMBL4297185,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,BLIJXOOIHRSQRB-PXYINDEMSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2547,CHEMBL290960,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,Small molecule,MOL,True,0.64,1,-0.27,-0.27,,0.34,287.30,7,8,0,0,19,NEUTRAL,287.30,287.0576,0,0,106.02,0.46,N,3,CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,ARFHIAQFJWUCFH-IZZDOVSWSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2549,CHEMBL1117,4.0,Single Stereoisomer,False,False,True,False,Prescription Only,None,None,None,None,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,Small molecule,MOL,True,1.02,2,1.06,1.51,8.02,9.18,497.50,10,10,5,6,36,BASE,497.50,497.1686,1,0,176.61,0.33,N,3,CHEMBL1117,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,XDXDZDZNSLXDNA-TZNDIEGXSA-N,toxic_cardio+toxic_hema,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2551,CHEMBL1455497,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,O=C(O)CC(O)C(=O)O,Small molecule,MOL,True,-1.09,0,-6.81,-1.11,3.20,,134.09,3,5,3,3,9,ACID,134.09,134.0215,0,0,94.83,0.46,N,3,CHEMBL1455497,O=C(O)CC(O)C(=O)O,BJEPYKJPYRNKOW-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2561,CHEMBL4297509,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,Small molecule,MOL,False,5.85,3,4.13,6.23,10.58,9.96,458.65,4,4,2,2,34,BASE,458.65,458.2933,1,1,44.73,0.37,N,10,CHEMBL4297509,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,SIFNOOUKXBRGGB-AREMUKBSSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2562,CHEMBL2393130,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,Small molecule,MOL,False,2.60,3,2.39,2.49,7.89,2.78,370.41,6,7,2,2,27,NEUTRAL,370.41,370.1529,0,0,93.67,0.69,N,6,CHEMBL2393130,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,NETXMUIMUZJUTB-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2564,CHEMBL64391,4.0,Racemic Mixture,False,True,True,False,Prescription Only,None,None,None,None,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Small molecule,MOL,True,5.58,5,7.31,7.31,,3.91,705.65,12,12,0,0,49,NEUTRAL,705.65,704.2393,3,3,104.70,0.17,N,11,CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,VHVPQPYKVGDNFY-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2568,CHEMBL3039597,4.0,Unknown,False,False,True,True,Prescription Only,None,None,None,None,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,Small molecule,MOL,True,,,,,,,1390.73,,,,,,,1390.73,1389.9018,,,,,,,CHEMBL3039597,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,NPEFREDMMVQEPL-RWPARATISA-N,toxic_nephro+toxic_neuro+toxic_teratogen,missing,missing,missing,missing,missing,,,0.0,,,,1,0,0
2573,CHEMBL1208642,4.0,Achiral Molecule,False,False,True,False,Prescription Only,None,None,None,None,O=S(=O)(O)S,Small molecule,MOL,False,-0.28,0,-2.47,-0.10,-2.28,,114.15,2,3,2,1,5,ACID,114.15,113.9445,0,0,54.37,0.26,Y,0,CHEMBL1208642,O=S(=O)(O)S,DHCDFWKWKRSZHF-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2582,CHEMBL1201131,4.0,Achiral Molecule,False,False,False,True,Over the Counter,None,None,None,None,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,Small molecule,MOL,True,3.72,1,4.10,4.10,,,338.44,5,5,0,0,24,NEUTRAL,338.44,338.2093,0,0,46.15,0.51,N,13,CHEMBL1201131,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,FIPWRIJSWJWJAI-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2586,CHEMBL997,4.0,Achiral Molecule,False,True,True,False,Prescription Only,None,None,None,None,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,Small molecule,MOL,True,0.50,0,-4.86,-2.48,0.66,9.93,319.23,4,8,5,5,19,ZWITTERION,319.23,319.0950,0,0,138.53,0.31,N,9,CHEMBL997,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,MPBVHIBUJCELCL-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2587,CHEMBL1201204,4.0,Single Stereoisomer,False,False,True,False,Discontinued,None,None,None,None,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,Small molecule,MOL,True,0.33,3,-2.91,0.15,3.19,3.85,612.65,13,15,5,5,42,ACID,612.65,612.1209,2,2,212.76,0.16,N,9,CHEMBL1201204,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,PWAUCHMQEXVFJR-PMAPCBKXSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2588,CHEMBL2387080,3.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,Small molecule,MOL,True,3.17,4,2.67,2.67,,3.63,460.54,9,10,1,2,34,NEUTRAL,460.54,460.2335,0,0,118.67,0.49,N,5,CHEMBL2387080,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,BEUQXVWXFDOSAQ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2590,CHEMBL3948730,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,Small molecule,MOL,True,6.66,6,6.13,6.13,,4.01,571.56,8,8,1,2,42,NEUTRAL,571.56,571.1831,2,2,109.06,0.24,N,6,CHEMBL3948730,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,IUVCFHHAEHNCFT-INIZCTEOSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2597,CHEMBL2110954,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,CC1(C)CC(C)(C)CC(C)(N)C1,Small molecule,MOL,False,2.94,0,-0.20,2.63,,10.66,169.31,1,1,1,2,12,BASE,169.31,169.1830,0,0,26.02,0.59,Y,0,CHEMBL2110954,CC1(C)CC(C)(C)CC(C)(N)C1,OGZQTTHDGQBLBT-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2600,CHEMBL111,4.0,Achiral Molecule,False,False,False,False,Withdrawn,2008,"Psychiatric effects, especially depression",European Union; Never approved in the United States,Psychiatric toxicity,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,Small molecule,MOL,True,5.94,3,5.91,5.91,10.80,1.68,463.80,4,5,1,1,30,NEUTRAL,463.80,462.0781,1,1,50.16,0.52,N,4,CHEMBL111,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,JZCPYUJPEARBJL-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,,,0,1,0
2602,CHEMBL288470,4.0,Achiral Molecule,False,False,False,False,Withdrawn,1970,Agranulocytosis,United Kingdom; United States; Germany; France,Hematological toxicity,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,Small molecule,MOL,False,1.55,2,1.15,1.15,,3.66,231.30,4,4,0,0,17,NEUTRAL,231.30,231.1372,0,0,30.17,0.78,N,2,CHEMBL288470,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,,,0,0,1
2614,CHEMBL1800807,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,Small molecule,MOL,False,9.76,3,9.30,9.30,,,637.51,3,4,0,0,44,NEUTRAL,637.51,637.1675,2,2,38.77,0.25,N,6,CHEMBL1800807,COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,MZZLGJHLQGUVPN-HAWMADMCSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2616,CHEMBL1922235,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1,Small molecule,MOL,False,4.05,3,2.35,2.96,8.32,8.95,474.56,6,8,3,3,35,BASE,474.56,474.2267,0,0,94.14,0.47,N,6,CHEMBL1922235,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1,IJNIQYINMSGIPS-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2619,CHEMBL3989971,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CC[C@H]1C[C@@H](C(=O)NCCNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H](CC3CCCCC3)C(=O)O)[C@H]2NC(C)=O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,Small molecule,MOL,False,,,,,,,1304.53,,,,,,,1304.53,1303.7248,,,,,,,CHEMBL3989971,CC[C@H]1C[C@@H](C(=O)NCCNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H](CC3CCCCC3)C(=O)O)[C@H]2NC(C)=O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,LYSYOXNOOPBOSC-NGSKMYNLSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2621,CHEMBL1463345,4.0,Single Stereoisomer,False,False,False,False,Withdrawn,1986,Animal carcinogenicity,Germany,Carcinogenicity,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,Small molecule,MOL,False,4.37,0,3.60,3.60,,,340.46,3,3,0,0,25,NEUTRAL,340.46,340.2038,0,0,43.37,0.62,N,0,CHEMBL1463345,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,UJVLDDZCTMKXJK-WNHSNXHDSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,,,0,1,0
2623,CHEMBL1200868,4.0,Achiral Molecule,False,True,False,False,Discontinued,None,None,None,None,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,Small molecule,MOL,True,2.19,2,3.15,3.15,9.87,2.32,229.24,4,4,2,3,17,NEUTRAL,229.24,229.0739,0,0,72.55,0.47,N,2,CHEMBL1200868,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,DNVVZWSVACQWJE-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2624,CHEMBL3833409,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,O=C([O-])[O-].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-],Small molecule,MOL,False,,,,,,,531.91,,,,,,,531.91,529.9019,,,,,,,CHEMBL3833409,O=C([O-])[O-].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-],GDVKFRBCXAPAQJ-UHFFFAOYSA-A,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2629,CHEMBL2074972,3.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,Small molecule,MOL,False,4.21,2,3.26,4.02,,8.09,505.57,8,9,1,1,37,NEUTRAL,505.57,505.2213,1,1,111.01,0.34,N,7,CHEMBL2074972,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,QZVNQOLPLYWLHQ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2632,CHEMBL2105759,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,Small molecule,MOL,True,1.10,3,-0.19,-0.19,13.89,3.91,371.43,7,9,1,1,26,NEUTRAL,371.43,371.1164,0,0,120.56,0.72,N,5,CHEMBL2105759,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,XUZMWHLSFXCVMG-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2633,CHEMBL1103,4.0,Achiral Molecule,False,True,False,False,Discontinued,None,None,None,None,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,Small molecule,MOL,True,0.97,1,0.87,0.87,,,225.16,6,8,0,0,16,NEUTRAL,225.16,225.0386,0,0,98.18,0.43,N,3,CHEMBL1103,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,PLHJDBGFXBMTGZ-WEVVVXLNSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2636,CHEMBL1591,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,Small molecule,MOL,True,0.26,1,-3.61,-3.17,2.59,8.54,464.86,9,10,6,7,32,ZWITTERION,464.86,464.0986,1,1,181.62,0.33,N,2,CHEMBL1591,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,FMTDIUIBLCQGJB-SEYHBJAFSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2637,CHEMBL1963681,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,COc1ccc(C/N=c2\[nH]c(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,Small molecule,MOL,True,1.85,3,0.27,1.68,10.12,12.07,483.96,8,10,3,3,34,BASE,483.96,483.1786,0,0,128.62,0.45,N,8,CHEMBL1963681,COc1ccc(C/N=c2\[nH]c(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,WEAJZXNPAWBCOA-INIZCTEOSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2640,CHEMBL1171837,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,Small molecule,MOL,True,4.46,4,4.54,4.97,,7.62,532.57,6,7,1,1,39,NEUTRAL,532.57,532.2198,1,1,65.77,0.39,N,4,CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,PHXJVRSECIGDHY-UHFFFAOYSA-N,toxic_cardio+toxic_hepa+toxic_neuro+toxic_vascular,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2645,CHEMBL511,4.0,Achiral Molecule,False,True,False,True,Discontinued,None,None,None,None,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,Small molecule,MOL,True,2.66,2,1.66,3.04,,8.76,285.39,4,4,0,0,21,BASE,285.39,285.1841,0,0,28.60,0.78,N,7,CHEMBL511,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,YECBIJXISLIIDS-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2646,CHEMBL1296,4.0,Single Stereoisomer,False,False,True,False,Discontinued,None,None,None,None,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,Small molecule,MOL,True,-0.65,2,-3.11,-3.09,2.84,8.34,525.64,13,13,3,4,34,ACID,525.64,525.1035,2,2,172.46,0.26,N,10,CHEMBL1296,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,QYQDKDWGWDOFFU-IUODEOHRSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2647,CHEMBL1295,4.0,Racemic Mixture,False,False,False,True,Over the Counter,None,None,None,None,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,Small molecule,MOL,True,6.64,3,6.51,6.55,,6.51,411.79,3,2,0,0,25,NEUTRAL,411.79,410.0178,1,1,17.82,0.41,N,7,CHEMBL1295,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,SWLMUYACZKCSHZ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2648,CHEMBL1765292,3.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,Small molecule,MOL,False,3.43,2,0.06,3.31,3.83,,295.34,2,4,1,1,22,ACID,295.34,295.1208,0,0,57.61,0.94,N,4,CHEMBL1765292,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,AYDXAULLCROVIT-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2649,CHEMBL118,4.0,Achiral Molecule,False,True,False,False,Prescription Only,2011,None,European Union,None,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Small molecule,MOL,True,3.51,3,4.01,4.01,10.60,,381.38,4,5,1,2,26,NEUTRAL,381.38,381.0759,0,0,77.98,0.75,N,3,CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,RZEKVGVHFLEQIL-UHFFFAOYSA-N,toxic_cardio+toxic_gastro+toxic_neuro,missing,missing,missing,missing,missing,,,0.0,,,,1,0,0
2656,CHEMBL1609,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,O=C(O)C(O)c1ccccc1,Small molecule,MOL,True,0.80,1,-2.39,0.90,3.75,,152.15,2,3,2,2,11,ACID,152.15,152.0473,0,0,57.53,0.66,Y,2,CHEMBL1609,O=C(O)C(O)c1ccccc1,IWYDHOAUDWTVEP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2666,CHEMBL723,4.0,Racemic Mixture,False,True,False,False,Prescription Only,None,None,None,None,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,Small molecule,MOL,True,3.74,4,2.07,3.42,,8.74,406.48,5,6,3,3,30,BASE,406.48,406.1893,0,0,75.74,0.35,N,10,CHEMBL723,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
2668,CHEMBL1410,4.0,Achiral Molecule,False,False,False,True,Over the Counter,None,None,None,None,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,Small molecule,MOL,False,4.48,1,4.82,4.82,,,616.83,10,10,1,1,43,NEUTRAL,616.83,616.4186,1,1,103.30,0.11,N,35,CHEMBL1410,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,FBWNMEQMRUMQSO-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,1,0,0
